date,dailyreturns,totalcap,chngcap,divfac,spread,shrout,SDT_RET,Mkt-RF,SMB,HML,RMW,CMA,RF,SPYRET,TMW_SPYRET,UP_DWN
1978-10-03,-0.0030190499999999993,442134914.125,-0.004191094245845517,0.00036981,0.65875,95254.96,0.009716835529875276,-0.31,0.01,0.13,-0.35,-0.04,0.031,-0.017964,0.006098,1
1978-10-04,0.00477837,444979763.375,0.0064343465288871915,0.0,0.82375,95384.82,0.012842877704408931,0.38,-0.46,0.05,-0.06,0.0,0.031,0.006098,0.024242,1
1978-10-05,0.0020027600000000006,445207098.0,0.0005108875587414019,0.0,0.725,95507.3,0.010809461025369855,0.22,0.19,0.08,0.1,-0.15,0.031,0.024242,0.047337,1
1978-10-06,0.001968199999999999,446166186.0,0.0021542513682026865,6.0429999999999996e-05,0.665,95507.3,0.009378164015575239,0.23,0.16,-0.07,0.09,-0.09,0.031,0.047337,0.107345,1
1978-10-09,0.01151027,451674237.25,0.01234529066261425,0.0,0.77875,95254.96,0.011347149778604354,0.92,-0.37,-0.19,0.29,-0.02,0.031,0.107345,0.020408,1
1978-10-10,-0.0005806199999999995,450361964.375,-0.0029053525013729153,0.0,0.77,94974.01,0.010585947094830269,-0.14,0.25,0.05,0.01,-0.19,0.031,0.020408,-0.005,0
1978-10-11,0.011936320000000002,456563420.625,0.013769937829022139,0.0,1.05125,95432.36,0.014389769165064405,0.86,-0.7,-0.32,0.2,0.07,0.031,-0.005000,-0.005025,0
1978-10-12,-0.006341150000000001,453020289.5,-0.007760435823241707,0.0,0.9875,94773.23,0.01094657058273171,-0.47,0.65,0.06,-0.13,-0.25,0.031,-0.005025,-0.025253,0
1978-10-13,-0.0031435200000000008,451861989.375,-0.0025568393995739624,0.0,0.6275,94773.23,0.008900021597386119,-0.29,0.21,0.09,-0.1,0.05,0.031,-0.025253,-0.025907,0
1978-10-16,-0.018942189999999998,442750209.625,-0.020164961789778113,8.344999999999998e-05,1.06625,95054.18,0.012422052652232986,-1.82,0.14,0.38,-0.14,0.08,0.031,-0.025907,-0.06383,0
1978-10-17,-0.013084810000000007,438101819.5,-0.010498899885190593,0.0,0.9075,94588.03,0.012545793417663422,-1.71,-1.33,0.11,-0.09,0.21,0.031,-0.063830,-0.028409,0
1978-10-18,-0.007280150000000003,435545111.5,-0.005835876242006766,9.052000000000001e-05,0.86875,95355.47,0.011402818999654818,-0.99,-0.88,0.1,-0.04,0.08,0.031,-0.028409,-0.023392,0
1978-10-19,-0.012929980000000006,429996707.125,-0.012738988978412635,0.0,1.00375,95556.25,0.01179720283743035,-1.32,-0.42,0.38,-0.17,0.17,0.031,-0.023392,-0.071856,0
1978-10-20,-0.011492259999999999,425891423.375,-0.009547244622984064,0.0,0.97875,95041.15,0.012477880622958694,-1.79,-2.02,0.09,0.04,0.45,0.031,-0.071856,0.070968,1
1978-10-23,0.0040709200000000004,427693295.125,0.004230824222100971,0.0,0.9975,95369.64,0.01237650249683413,-0.25,-1.47,-0.18,0.26,0.01,0.031,0.070968,-0.024096,0
1978-10-24,-0.008087709999999996,424318455.75,-0.007890793270475815,0.0,0.915,94587.98,0.012542761727926404,-0.58,0.43,0.35,-0.03,0.11,0.031,-0.024096,0.012346,1
1978-10-25,-0.0022565099999999998,423699879.375,-0.0014578116191213963,0.0002063,1.09875,94587.98,0.011336651428263974,-0.22,0.22,0.01,0.05,0.03,0.031,0.012346,-0.02439,0
1978-10-26,-0.013126379999999995,419478724.625,-0.009962605503278987,1.8550000000000007e-05,1.08875,95163.59,0.013977965130428488,-1.73,-1.74,0.64,-0.31,0.78,0.031,-0.024390,-0.13125,0
1978-10-27,-0.01145454,414263839.75,-0.01243182208981386,0.0,1.06,95346.24,0.014419674702771121,-1.97,-1.65,-0.04,0.2,0.44,0.031,-0.131250,0.035971,1
1978-10-30,0.011324480000000001,418425186.75,0.01004516108022191,0.00105315,1.8875,95346.24,0.022579054046750067,0.0,-3.15,-0.76,0.5,-0.34,0.031,0.035971,-0.118056,0
1978-10-31,-0.019261760000000003,408890154.5,-0.022787902239013613,0.0012935100000000003,1.455,95355.31,0.015761396249050905,-1.81,0.25,0.75,-0.29,-0.12,0.031,-0.118056,0.19685,1
1978-11-01,0.044070729999999995,426187353.25,0.04230280078802928,0.00045536999999999986,1.62,94628.58,0.02941973580859583,4.12,0.64,-1.67,1.33,-1.21,0.033,0.196850,-0.006579,0
1978-11-02,-0.013583910000000003,420641318.0,-0.013013138958036463,0.0,1.1575,94628.58,0.015448927835764088,-0.92,1.22,0.25,0.01,0.23,0.033,-0.006579,0.033113,1
1978-11-03,0.005379080000000004,423239734.5,0.006177273579196951,0.00101175,0.9925,95131.82,0.016255108618386884,0.56,0.29,-0.14,0.37,0.61,0.033,0.033113,-0.038462,0
1978-11-06,-0.008491130000000003,417787491.0,-0.012882163595629992,0.00069134,0.755,95133.41,0.011787777726543882,-0.8,0.76,0.36,-0.49,-0.27,0.033,-0.038462,-0.06,0
1978-11-07,-0.012956579999999997,412593509.5,-0.012432113483263674,0.0,0.76625,95607.73,0.01019808693208405,-1.58,-0.9,0.53,-0.46,0.18,0.033,-0.060000,0.021277,1
1978-11-08,0.006366480000000001,415537540.25,0.007135426714704574,0.0,0.88,95607.73,0.011876158335833092,0.43,-0.45,-0.56,0.44,0.11,0.033,0.021277,0.034722,1
1978-11-09,0.0014536300000000002,415386530.75,-0.00036340759948949586,0.00026267,0.825,95621.12,0.011181553915839616,0.14,0.46,-0.03,-0.07,0.0,0.033,0.034722,0.013423,1
1978-11-10,0.002544469999999999,416169017.875,0.0018837566148020013,0.0007530299999999999,0.6375,96013.3,0.009036965431560094,0.49,0.44,0.02,-0.26,0.0,0.033,0.013423,-0.059603,0
1978-11-13,-0.015401640000000005,408987514.5,-0.017256218186710415,0.0004977599999999999,0.88125,95981.54,0.013117722036414956,-1.67,-0.08,0.42,-0.25,0.1,0.033,-0.059603,-0.014085,0
1978-11-14,-0.007364430000000001,407466915.375,-0.0037179597691606725,0.0,0.85375,95615.86,0.012610359885808017,-1.02,-1.33,0.2,0.03,0.02,0.033,-0.014085,0.028571,1
1978-11-15,0.00365946,408206030.25,0.0018139261056808742,7.578000000000001e-05,0.86125,95615.86,0.011085114505698369,0.29,0.22,-0.23,-0.05,-0.28,0.033,0.028571,-0.006944,0
1978-11-16,0.013206069999999997,413327269.5,0.012545721695643719,0.00021754000000000003,0.7275,95485.07,0.011621952006853065,1.01,-0.45,-0.48,0.38,-0.28,0.033,-0.006944,0.020979,1
1978-11-17,0.00724269,416067048.0,0.006628593616178069,0.00045066,0.695,95176.73,0.011063153096576165,0.95,0.55,-0.34,0.02,-0.24,0.033,0.020979,0.034247,1
1978-11-20,0.008721600000000003,419809986.25,0.008995997803700195,0.000125,0.76125,95176.75,0.00894257955914943,0.91,0.19,-0.22,0.3,-0.1,0.033,0.034247,0.033113,1
1978-11-21,-0.002939499999999999,418375705.125,-0.0034165007312281226,0.0,0.66,95378.98,0.00986662249222298,-0.13,0.4,-0.03,0.08,-0.02,0.033,0.033113,0.00641,1
1978-11-22,0.005220530000000005,420820997.625,0.00584472872120867,0.00037203,0.685,95375.5,0.010742340072415051,0.59,0.33,-0.16,-0.03,0.19,0.033,0.006410,0.012739,1
1978-11-24,0.00339739,421725408.375,0.0021491578488341823,0.00018623,0.54125,95377.14,0.008085399976856903,0.47,0.33,-0.22,0.16,0.1,0.033,0.012739,0.025157,1
1978-11-27,0.003609170000000001,422808812.625,0.002568980261764553,0.0006977999999999999,0.68375,94797.0,0.010779574803794722,0.25,0.0,-0.17,0.18,-0.18,0.033,0.025157,-0.018405,0
1978-11-28,-0.009090360000000002,418696785.625,-0.009725499746494282,0.0,0.87125,94903.89,0.011464596555139706,-0.8,0.27,0.35,-0.36,-0.06,0.033,-0.018405,-0.05625,0
1978-11-29,-0.01365321,413023756.875,-0.013549253170242803,0.0,0.68625,95282.15,0.010839391622846476,-1.39,0.14,0.44,-0.39,0.1,0.033,-0.056250,0.033113,1
1978-11-30,0.01049825,417249589.75,0.01023145231880429,0.00013506,0.84625,95247.11,0.012573220263940164,0.9,-0.21,-0.41,0.21,-0.17,0.033,0.033113,0.064103,1
1978-12-01,0.019247410000000006,424423949.5,0.01719440815819273,0.0,0.86,94938.18,0.013211959543982044,1.57,0.08,-0.7,0.52,-0.31,0.039,0.064103,0.0,0
1978-12-04,-0.00034555999999999964,423911574.25,-0.0012072251120692767,0.0008085500000000001,0.81125,95222.66,0.011508721951457494,0.01,0.26,-0.06,0.17,-0.22,0.039,0.000000,0.042169,1
1978-12-05,0.014891150000000002,429776104.25,0.01383432384542882,0.0,0.96625,95047.84,0.014382750061122074,1.24,-0.16,-0.35,0.39,-0.24,0.039,0.042169,-0.023121,0
1978-12-06,0.00110663,429897023.25,0.0002813534740631063,0.0,0.8925,94733.1,0.010249449192054422,0.17,0.25,0.16,-0.05,0.04,0.039,-0.023121,-0.053254,0
1978-12-07,-0.004870509999999998,427674545.75,-0.005169790391192253,0.00010176999999999998,0.7875,94735.28,0.007613115321528296,-0.39,0.38,-0.04,-0.06,-0.02,0.039,-0.053254,0.0125,1
1978-12-08,-0.00553205,425837105.125,-0.004296352549525095,0.00020194999999999998,0.67875,95464.77,0.010428420434325158,-0.43,0.24,0.43,-0.41,-0.03,0.039,0.012500,0.074074,1
1978-12-11,0.006050709999999999,428498472.375,0.006249730749082527,0.00069431,0.76125,95095.47,0.009570106829771148,0.43,-0.18,-0.31,0.2,-0.26,0.039,0.074074,-0.011494,0
1978-12-12,-0.00560161,426348224.5,-0.005018099278352173,0.00016933999999999997,0.64375,95317.19,0.00843879985350854,-0.52,0.2,0.3,-0.12,0.23,0.039,-0.011494,0.0,0
1978-12-13,-0.006541369999999998,423633196.75,-0.00636809911237235,0.0,0.75875,95610.59,0.009543751902520764,-0.59,0.14,0.02,-0.09,0.0,0.039,0.000000,0.017442,1
1978-12-14,0.0006164100000000006,424476812.0,0.0019913813564942373,0.0,0.59625,95628.34,0.008689872946142596,-0.03,-0.04,0.03,0.02,-0.23,0.039,0.017442,-0.04,0
1978-12-15,-0.007733799999999997,421589562.75,-0.006801900995242138,0.00013707,0.67375,95067.55,0.008767981544439769,-0.74,0.01,0.16,-0.17,0.21,0.039,-0.040000,-0.029762,0
1978-12-18,-0.019791229999999996,414019660.25,-0.01795562122226657,0.0,0.79625,95629.03,0.014732618417355896,-2.23,-0.77,0.59,-0.39,0.3,0.039,-0.029762,-0.01227,0
1978-12-19,0.00848285,418721986.25,0.011357736000171093,0.00013889,0.915,95067.71,0.012855381575119392,0.72,-0.37,-0.7,0.7,-0.1,0.039,-0.012270,0.031056,1
1978-12-20,0.00578388,420823772.25,0.005019526246575312,0.00026288,0.76875,95523.94,0.01160446289565207,0.41,0.24,-0.34,0.2,-0.29,0.039,0.031056,0.03012,1
1978-12-21,0.0021539899999999993,420646950.75,-0.0004201794472175058,0.0,0.76375,95111.54,0.011239175281127124,0.05,0.33,-0.2,0.12,-0.18,0.039,0.030120,0.017544,1
1978-12-22,0.018305349999999988,428781574.125,0.019338362872941772,0.00026073,0.975,95118.85,0.015372199641090913,1.66,-0.17,-0.63,0.44,0.06,0.039,0.017544,0.022989,1
1978-12-26,0.012458720000000003,435044180.875,0.0146055873850921,0.00024412999999999998,1.05,94866.75,0.01567870425876894,0.98,-0.4,-0.82,0.91,-0.29,0.039,0.022989,0.011236,1
1978-12-27,-0.009390090000000002,430387367.75,-0.010704230351119226,0.00011251999999999999,0.71625,94785.9,0.008661093517045646,-0.84,0.2,0.33,-0.17,0.09,0.039,0.011236,0.016667,1
1978-12-28,-0.0038484199999999995,428999540.25,-0.003224600915345932,0.0,0.69625,94866.75,0.009790074967140048,-0.4,0.06,-0.16,0.0,-0.12,0.039,0.016667,0.0,0
1978-12-29,-0.0021535200000000003,427903689.625,-0.002554433098835962,0.00045601,0.76625,95092.47,0.010527127407039419,-0.13,0.7,0.12,-0.17,-0.1,0.039,0.000000,-0.043716,0
1979-01-02,0.0055841000000000016,430790754.0,0.006746995749277396,7.395000000000002e-05,0.925,95627.57,0.01262335093460456,0.58,-0.12,0.44,-0.39,0.51,0.035,-0.043716,0.005714,1
1979-01-03,0.01051035,434538005.5,0.008698542076880367,0.0,0.73625,95332.69,0.01113953307362947,1.12,0.42,-0.06,0.02,-0.17,0.035,0.005714,0.045455,1
1979-01-04,0.00938607,437533058.125,0.0068924986700615865,0.00046980000000000004,0.93375,95462.22,0.012653776495620233,0.94,0.43,0.0,-0.15,0.01,0.035,0.045455,0.032609,1
1979-01-05,0.00672021,439377337.875,0.00421517806655225,0.0,0.74875,95240.37,0.012995211615639527,0.65,0.61,-0.02,-0.04,-0.21,0.035,0.032609,-0.010526,0
1979-01-08,-0.0029320799999999992,437995274.5,-0.0031455044579317137,0.00013836000000000002,0.64,95240.37,0.008637198722462805,-0.28,0.07,0.09,0.03,-0.04,0.035,-0.010526,0.021277,1
1979-01-09,0.004519740000000001,439673768.0,0.0038322182857248865,0.0,0.68,95240.37,0.010109819701476563,0.51,0.33,0.01,-0.06,-0.05,0.035,0.021277,-0.036458,0
1979-01-10,-0.007530530000000002,436384941.0,-0.007480152875529278,0.0,0.7575,95441.39,0.01021797153015265,-0.55,0.34,0.21,-0.21,0.04,0.035,-0.036458,0.016216,1
1979-01-11,0.005928150000000001,438312326.25,0.004416708893719701,0.0,0.8925,95734.85,0.014663264731062874,0.42,-0.07,-0.37,-0.02,0.03,0.035,0.016216,0.010638,1
1979-01-12,0.00638096,441992941.0,0.00839724217087312,0.0,0.78125,95441.39,0.010309558851646153,0.75,0.32,-0.21,0.13,-0.21,0.035,0.010638,-0.010526,0
1979-01-15,0.007567170000000003,445395152.75,0.007697434584141849,8.427e-05,0.82375,95441.39,0.01340387925007555,0.65,-0.16,-0.11,0.42,0.22,0.035,-0.010526,-0.026596,0
1979-01-16,-0.012549119999999995,439570925.5,-0.013076539369680007,8.554e-05,0.8925,95441.39,0.012096596438651495,-1.13,0.29,0.58,-0.39,0.19,0.035,-0.026596,0.016393,1
1979-01-17,0.0013220699999999996,439971430.125,0.0009111262864904823,0.0,0.86875,95982.93,0.011512472434742549,-0.08,-0.2,0.23,-0.2,0.15,0.035,0.016393,0.026882,1
1979-01-18,0.003005659999999999,440985786.875,0.0023055059500380892,0.0,0.71625,95982.93,0.012151741799928159,0.4,0.5,0.06,-0.45,0.07,0.035,0.026882,-0.005236,0
1979-01-19,-0.0004061699999999999,439158828.0,-0.004142897411607227,0.000144,0.7125,96136.93,0.011470430611147584,-0.02,0.42,0.23,-0.26,-0.09,0.035,-0.005236,-0.031579,0
1979-01-22,0.0004173300000000003,441238299.125,0.0047351231318069065,9.132000000000001e-05,0.79125,95631.49,0.013980872337384475,0.05,-0.14,-0.13,0.15,0.17,0.035,-0.031579,0.021739,1
1979-01-23,0.006399589999999999,443850574.875,0.005920328664080765,0.0,0.79,95537.17,0.010874902213975784,0.63,-0.03,0.14,-0.21,0.06,0.035,0.021739,-0.021277,0
1979-01-24,-0.0041029000000000005,441669856.0,-0.004913182495289381,0.00021302000000000002,0.86875,95349.64,0.012483440211946887,-0.36,0.07,0.29,-0.2,0.1,0.035,-0.021277,0.032609,1
1979-01-25,0.011523890000000002,446818757.125,0.011657805157071932,0.0,0.86,95336.15,0.01224836586741763,0.93,-0.3,-0.01,0.06,0.1,0.035,0.032609,-0.031579,0
1979-01-26,0.007997940000000002,450603806.25,0.008471106158018937,0.00013914,0.725,95206.63,0.01071987849680502,0.64,-0.06,0.07,0.02,0.19,0.035,-0.031579,0.0,0
1979-01-29,-0.0017221199999999997,449148249.5,-0.0032302362514720073,0.0007848400000000001,0.68,95576.92,0.012690384050894283,-0.24,0.15,0.19,-0.23,0.16,0.035,0.000000,0.01087,1
1979-01-30,-0.0055260000000000005,447360260.125,-0.003980844580804721,0.00054059,0.77,95576.92,0.011100858257837817,-0.35,0.24,0.21,0.0,0.14,0.035,0.010870,-0.048387,0
1979-01-31,-0.012311380000000004,441112296.75,-0.013966290553510952,0.00019416999999999997,0.9425,95738.54,0.014052058805827147,-1.13,0.38,0.23,-0.3,0.02,0.035,-0.048387,0.022599,1
1979-02-01,0.0006833700000000004,442257226.375,0.002595551367385429,0.00059748,0.675,95474.38,0.00971365786427242,0.04,-0.17,-0.03,-0.03,0.11,0.038,0.022599,0.033149,1
1979-02-02,-0.00647454,438552199.625,-0.008377538068441659,0.00014737,0.69875,95545.57,0.008652623971041527,-0.33,0.46,0.06,-0.16,-0.21,0.038,0.033149,-0.048128,0
1979-02-05,-0.013591969999999998,433114407.25,-0.012399418768506476,0.00154085,0.73125,95625.24,0.009386006347787492,-1.31,-0.07,0.27,-0.28,0.08,0.038,-0.048128,-0.005618,0
1979-02-06,0.00028898,432808479.75,-0.0007063433930596386,0.00034511,0.5925,96034.74,0.007583870816756607,-0.04,-0.2,0.2,-0.09,0.18,0.038,-0.005618,-0.022599,0
1979-02-07,-0.007946199999999999,429637834.375,-0.007325746891168716,0.00011334000000000001,0.72125,96030.04,0.010097889432445722,-0.95,-0.33,0.25,-0.19,0.36,0.038,-0.022599,0.011561,1
1979-02-08,0.006927009999999999,431578589.125,0.004517187721196025,0.00031141999999999997,0.6325,96030.04,0.010253608830572972,0.52,0.14,-0.12,0.04,-0.06,0.038,0.011561,0.017143,1
1979-02-09,0.00089897,432585282.875,0.002332585015491606,0.00028453,0.585,95665.35,0.0086898539891431,0.25,0.31,0.06,-0.03,0.2,0.038,0.017143,0.02809,1
1979-02-12,0.0041886200000000005,433604783.875,0.002356763025372244,0.0,0.795,95321.52,0.009362697982457143,0.25,-0.21,-0.27,0.16,-0.03,0.038,0.028090,0.071038,1
1979-02-13,0.00841819,438110159.75,0.010390512380275885,0.00028428000000000004,0.61875,95665.35,0.008287426163657859,0.74,0.18,-0.09,0.06,-0.1,0.038,0.071038,0.040816,1
1979-02-14,-0.0012755900000000007,437319826.375,-0.0018039603908089896,0.00014921999999999998,0.70625,95715.85,0.009408058802227035,-0.14,0.07,0.22,-0.23,0.08,0.038,0.040816,-0.009804,0
1979-02-15,-0.0009720600000000007,437450847.75,0.0002996008118041349,0.00019214,0.60625,95954.87,0.010024951244315811,-0.07,0.26,-0.11,-0.15,-0.01,0.038,-0.009804,0.019802,1
1979-02-16,0.0007702300000000001,435904550.25,-0.0035347914124599367,0.00035426,0.55,95875.2,0.009624622348466772,0.03,0.31,0.09,-0.14,0.0,0.038,0.019802,-0.009709,0
1979-02-20,0.008922130000000006,440822351.375,0.011281830213012434,0.00036721999999999997,0.725,95629.23,0.008725808558702816,0.58,-0.27,-0.19,0.24,0.06,0.038,-0.009709,-0.039216,0
1979-02-21,-0.0033731900000000003,439146720.5,-0.003801147718062392,0.0,0.70125,96127.66,0.008852808852544879,-0.28,0.24,0.2,-0.02,0.17,0.038,-0.039216,-0.020408,0
1979-02-22,-0.007134630000000002,435157203.25,-0.009084702364297814,0.00039004999999999997,0.63375,96127.66,0.010044644940107553,-0.57,0.32,0.12,-0.2,0.05,0.038,-0.020408,0.0,0
1979-02-23,-0.005588250000000002,431552299.0,-0.008284142427326335,0.00016874000000000001,0.5925,95951.12,0.009168370372116466,-0.57,0.16,0.13,-0.02,0.01,0.038,0.000000,-0.010417,0
1979-02-26,-0.00150886,432230284.75,0.0015710395972192703,0.00033221,0.49,96203.58,0.006681273981854512,-0.14,0.06,-0.04,0.0,0.01,0.038,-0.010417,-0.057895,0
1979-02-27,-0.01552053,425641293.0,-0.01524416956070318,0.0,0.9075,96203.58,0.010644122578387444,-1.7,-0.48,0.48,-0.2,0.07,0.038,-0.057895,0.005587,1
1979-02-28,0.00212102,426250267.0,0.0014307211495103722,0.00024096,0.57125,95928.38,0.0081722182367266,0.09,-0.23,-0.08,0.08,0.02,0.038,0.005587,0.016667,1
1979-03-01,0.007787750000000001,429114933.375,0.006720620716936798,0.00017390000000000003,0.7025,95928.38,0.008944549423610679,0.67,-0.05,0.02,-0.06,0.11,0.037,0.016667,-0.021858,0
1979-03-02,0.00027446999999999997,428869719.625,-0.0005714407281782741,0.00023528999999999998,0.535,95928.38,0.009590322186744068,0.12,0.34,0.01,0.06,0.11,0.037,-0.021858,0.005587,1
1979-03-05,0.0136428,434184267.75,0.012391987314112507,0.00053354,0.8375,95928.38,0.010676253862917205,1.1,-0.31,-0.06,0.23,-0.03,0.037,0.005587,-0.022222,0
1979-03-06,-0.00285146,433084265.875,-0.002533490862532517,0.00010233,0.59375,95928.96,0.00917036400852708,-0.23,0.13,0.63,-0.05,0.08,0.037,-0.022222,0.045455,1
1979-03-07,0.006632360000000005,435663919.75,0.005956471010989173,0.0,0.76875,95888.8,0.008834579794869657,0.64,0.1,0.16,0.08,0.16,0.037,0.045455,-0.01087,0
1979-03-08,0.011540740000000002,440254420.25,0.01053679290824494,0.00019349,0.885,95715.52,0.012043502770466003,1.01,-0.07,-0.06,-0.04,0.06,0.037,-0.010870,0.021978,1
1979-03-09,-8.563999999999988e-05,439831738.625,-0.0009600849089941299,0.00033465000000000003,0.71125,95813.98,0.009559149125863923,0.03,0.12,0.05,0.05,-0.08,0.037,0.021978,-0.016129,0
1979-03-12,0.0018976000000000004,440679363.0,0.0019271560020881484,0.00067664,0.78375,95504.05,0.00961706213776412,0.15,0.13,-0.16,0.04,0.23,0.037,-0.016129,0.0,0
1979-03-13,0.00221488,440995347.875,0.0007170403280263304,0.00030103,0.80125,95679.38,0.01069827219815698,0.23,0.28,-0.1,0.22,-0.02,0.037,0.000000,0.0,0
1979-03-14,-0.0012367600000000002,440545771.5,-0.0010194583166610593,0.0,0.6,95504.12,0.009171975874192414,-0.07,0.16,-0.04,-0.08,0.15,0.037,0.000000,-0.010929,0
1979-03-15,0.0024693800000000006,441481262.5,0.002123481963780538,0.0,0.7525,95816.39,0.012464646403943978,0.17,0.1,0.15,-0.06,0.13,0.037,-0.010929,0.016575,1
1979-03-16,0.007889200000000002,445771336.875,0.009717455166061484,0.00015212,0.78625,95816.39,0.013010540997610558,0.74,-0.01,-0.33,0.21,0.04,0.037,0.016575,-0.005435,0
1979-03-19,0.0038645499999999996,447129128.125,0.003045936644375802,0.0,0.79125,96028.88,0.010208904386625067,0.35,-0.02,-0.06,-0.03,-0.1,0.037,-0.005435,-0.016393,0
1979-03-20,-0.00589585,444741336.375,-0.005340273312125721,0.00013698,0.6525,95815.82,0.00956667914197793,-0.53,0.26,0.04,-0.06,0.06,0.037,-0.016393,-0.027778,0
1979-03-21,0.007823310000000002,448240174.125,0.007867129641059067,0.0,0.84,95940.05,0.011082608634037951,0.66,-0.1,-0.36,0.18,-0.14,0.037,-0.027778,0.022857,1
1979-03-22,0.006725070000000002,450104012.25,0.004158123775135358,1.6299999999999996e-05,0.675,95971.3,0.010629111213881937,0.4,0.14,-0.19,0.08,-0.32,0.037,0.022857,0.022346,1
1979-03-23,3.810000000000384e-06,449015210.25,-0.0024190008761691972,0.0,0.66375,95971.3,0.009887251105240568,-0.02,0.52,0.07,-0.4,-0.23,0.037,0.022346,-0.054645,0
1979-03-26,-0.005221369999999999,446359648.125,-0.005914191912388511,0.00026293000000000003,0.55375,96048.82,0.007944493707962678,-0.5,0.17,0.21,-0.04,0.22,0.037,-0.054645,0.034682,1
1979-03-27,0.01581361,453617880.875,0.016260951859087713,6.135000000000001e-05,1.08,96048.82,0.01349647904694204,1.3,-0.51,-0.46,0.1,0.01,0.037,0.034682,0.005587,1
1979-03-28,-0.004551929999999998,451232615.875,-0.005258313440817175,0.0,0.7975,96188.58,0.011444686497910483,-0.36,0.39,0.11,0.06,0.03,0.037,0.005587,0.022222,1
1979-03-29,-0.00243708,450351277.625,-0.001953179400143723,7.005e-05,0.67375,96220.57,0.009685874669576697,-0.03,0.51,-0.26,-0.01,-0.18,0.037,0.022222,-0.01087,0
1979-03-30,-0.006674640000000001,447429801.625,-0.0064871049448484985,0.00022962999999999998,0.7725,96308.16,0.0134800150057765,-0.31,0.65,0.0,0.01,0.01,0.037,-0.010870,0.027473,1
1979-04-02,-0.0071965200000000005,444975459.75,-0.00548542333587565,0.00024664,0.69375,96044.17,0.008851843667436025,-0.68,0.28,0.14,0.14,0.1,0.04,0.027473,0.026738,1
1979-04-03,0.016592270000000003,452099101.375,0.016009066273008132,0.00020267,1.00875,95556.4,0.012178315442095092,1.34,-0.29,-0.16,0.25,-0.03,0.04,0.026738,-0.020833,0
1979-04-04,0.0035682699999999997,453198945.0,0.0024327489739637276,0.00024986,0.795,95780.41,0.009581324312057715,0.3,0.05,0.08,0.19,-0.15,0.04,-0.020833,0.005319,1
1979-04-05,0.006687359999999998,456564150.375,0.0074254483866902365,0.0,0.69125,95827.52,0.009975894089212853,0.55,-0.05,-0.15,0.18,0.09,0.04,0.005319,-0.026455,0
1979-04-06,0.00039209000000000027,456026169.25,-0.0011783253778425706,0.0,0.7625,95334.67,0.009567014486439197,-0.06,0.09,0.1,-0.09,-0.18,0.04,-0.026455,0.005435,1
1979-04-09,-0.004225159999999999,454385584.5,-0.003597567114839384,0.0,0.63125,95161.59,0.007446434878408849,-0.3,0.18,0.06,0.01,0.0,0.04,0.005435,-0.005405,0
1979-04-10,0.006419870000000001,456376447.75,0.0043814401642841005,0.0,0.7475,95197.16,0.012157244068725677,0.45,0.02,0.18,-0.01,0.08,0.04,-0.005405,-0.048913,0
1979-04-11,-0.010093449999999999,451385255.75,-0.010936567880764358,0.0,1.055,95307.17,0.01229047290258564,-0.9,0.37,0.41,-0.36,0.28,0.04,-0.048913,0.011429,1
1979-04-12,-0.004612650000000001,449667022.5,-0.003806578146078543,0.0,0.64375,96013.08,0.011058438484006025,-0.24,0.39,0.33,-0.21,0.17,0.04,0.011429,-0.011299,0
1979-04-16,-0.007045999999999997,446479972.75,-0.0070875772305495355,0.00018214000000000001,0.605,96226.61,0.011377535264145247,-0.87,0.02,0.11,-0.12,-0.05,0.04,-0.011299,-0.005714,0
1979-04-17,-0.0003848200000000002,446531503.75,0.00011541615110433057,9.211000000000001e-05,0.60125,96599.44,0.007774776323236807,-0.08,-0.12,0.04,0.03,0.11,0.04,-0.005714,-0.028736,0
1979-04-18,0.0063406999999999995,448553113.0,0.004527360853651796,0.0,0.63,96823.45,0.00936010395079547,0.49,0.31,-0.04,0.18,-0.17,0.04,-0.028736,0.005917,1
1979-04-19,-0.0029750999999999988,446309887.5,-0.00500102537466951,0.0,0.74375,96599.44,0.010520433988340513,-0.38,0.37,-0.06,0.09,-0.06,0.04,0.005917,-0.023529,0
1979-04-20,0.0015653199999999994,446485984.5,0.00039456217514333147,0.0,0.72,96157.52,0.00906284905799941,0.01,0.18,-0.13,0.14,-0.22,0.04,-0.023529,0.018072,1
1979-04-23,0.005304219999999999,448891845.125,0.005388434818831334,0.0,0.6875,96157.52,0.010665611010811307,0.3,-0.01,-0.22,0.34,-0.16,0.04,0.018072,0.005917,1
1979-04-24,0.007124459999999998,451866937.875,0.006627638221343712,0.0,0.87,95944.46,0.010332803426706106,0.52,-0.03,-0.04,0.23,-0.02,0.04,0.005917,0.017647,1
1979-04-25,0.0036972999999999984,453603687.75,0.0038434984492723423,0.0,0.5575,96610.39,0.00987036668288192,0.33,0.09,0.01,0.2,0.19,0.04,0.017647,-0.011561,0
1979-04-26,-0.00538015,450829758.125,-0.006115315417208,0.00027007999999999996,0.66625,96364.74,0.007880866167048474,-0.47,0.38,0.26,0.0,0.12,0.04,-0.011561,0.0,0
1979-04-27,-0.0033860499999999994,449695780.0,-0.0025153133850707166,0.00014198,0.62,96364.74,0.009426480887731525,-0.25,0.21,0.15,-0.06,-0.05,0.04,0.000000,0.0,0
